eui,deveui,payload,date,temperature,humidity,sound,movement,flame,lux,emergency
b5dd1a71-c2c2-4cdd-bd86-960b9e0290b3,754575959-1,65cc9a6cfc13ae5dde55c156,2024-02-13T00:16:03Z,15,228,156,0,1,40,1
8dcbd35c-cb88-4aa3-9220-c0f9d97fd835,904400265-1,65cc9a6cfc13ae5dde55c157,2024-02-08T09:48:08Z,64,20,178,1,0,38,0
92bf0009-090a-42b2-9b7c-21e98986839b,218204728-X,65cc9a6cfc13ae5dde55c158,2024-02-11T00:10:11Z,137,178,127,0,1,237,1
a170180e-7b95-4aa4-8b23-0dddc24b5e10,262109543-7,65cc9a6cfc13ae5dde55c159,2024-02-08T00:11:58Z,90,250,214,1,0,156,1
a0dc7778-a5a6-4f7f-9315-fcca60ebf56e,704904455-5,65cc9a6cfc13ae5dde55c15a,2024-02-10T00:56:40Z,197,71,10,0,0,165,1
4da89d8c-a353-4653-8862-2e1421fb7429,214521979-X,65cc9a6cfc13ae5dde55c15b,2024-02-09T00:35:59Z,55,201,145,1,0,111,0
77be1d6d-5b4c-4107-a232-e85e6234db3a,334332987-8,65cc9a6cfc13ae5dde55c15c,2024-02-12T08:26:45Z,10,119,133,0,1,114,1
816a9be5-c86a-464c-a3d0-ca9ce172c334,940353608-X,65cc9a6cfc13ae5dde55c15d,2024-02-13T02:23:26Z,179,188,107,0,0,8,1
d682ede9-9142-4d10-a432-f316ee5eaf68,315982476-4,65cc9a6cfc13ae5dde55c15e,2024-02-13T11:56:51Z,25,61,174,1,0,204,1
9790ddfd-663b-4c62-81de-feb14fb84d44,018204781-4,65cc9a6cfc13ae5dde55c15f,2024-02-12T19:42:08Z,46,69,227,0,1,71,1
0c87c8c0-c784-4c3e-8f97-f8d0e50510fc,882387862-4,65cc9a6cfc13ae5dde55c160,2024-02-07T08:26:50Z,17,212,115,1,0,214,1
34e1c505-fa71-44a0-a5b6-b57df4b7b712,659454042-4,65cc9a6cfc13ae5dde55c161,2024-02-12T15:17:44Z,243,3,214,0,0,71,1
ac8768cc-05bd-4f69-8dcb-0b950af6e11a,261096058-1,65cc9a6cfc13ae5dde55c162,2024-02-11T10:04:47Z,132,142,235,1,1,148,0
c2d86c74-b55f-4b20-ba8e-756c2f39767b,879682866-8,65cc9a6cfc13ae5dde55c163,2024-02-13T01:30:53Z,134,39,149,1,1,111,1
eb39e66b-d84e-4c8c-a033-1011ae8f5ff8,412681930-4,65cc9a6cfc13ae5dde55c164,2024-02-12T21:42:26Z,32,33,201,1,0,247,0
fd560ac5-341e-4574-a71c-091c4089f8eb,218266578-1,65cc9a6cfc13ae5dde55c165,2024-02-12T06:40:26Z,20,182,12,0,1,12,0
8770f4ba-b9df-484f-9370-6575b8108b5d,662140955-9,65cc9a6cfc13ae5dde55c166,2024-02-11T08:38:52Z,164,92,21,0,1,221,0
7fec9243-54dd-44c3-b8ba-9f7e7772f2c9,059709089-0,65cc9a6cfc13ae5dde55c167,2024-02-09T14:06:21Z,226,81,58,0,0,194,0
452c8215-273a-4a80-81a5-b45e61c0f2e7,775205663-4,65cc9a6cfc13ae5dde55c168,2024-02-13T08:34:39Z,27,37,68,1,1,16,1
842342d1-20ed-4aaa-bdaf-37b4c715501a,419624839-X,65cc9a6cfc13ae5dde55c169,2024-02-12T09:58:30Z,151,98,39,0,1,181,0
c1093ba5-a23a-44cc-a0a2-0024c12e05ed,965437999-6,65cc9a6cfc13ae5dde55c16a,2024-02-09T17:34:02Z,91,34,224,1,0,113,0
fd430263-f548-45b0-84c6-5f2318ef1ee0,441616979-5,65cc9a6cfc13ae5dde55c16b,2024-02-13T02:38:03Z,179,236,112,0,0,89,1
ec212002-7a2d-4e71-9bbf-112587e246ab,906392911-0,65cc9a6cfc13ae5dde55c16c,2024-02-08T23:00:52Z,165,59,14,1,1,66,0
06b46479-4be0-4f12-8911-867714a288d9,687343000-5,65cc9a6cfc13ae5dde55c16d,2024-02-12T04:24:10Z,174,74,171,0,0,103,0
de145bb3-8c86-4fdd-9997-98556a9334e2,820958577-0,65cc9a6cfc13ae5dde55c16e,2024-02-08T20:32:59Z,213,130,155,1,0,83,1
e18c6f3f-5a0d-4abf-9c71-998a85a7cc48,612226629-9,65cc9a6cfc13ae5dde55c16f,2024-02-07T18:11:52Z,188,170,109,0,0,127,0
ce277db8-9aa5-4bc5-864d-3b02582af1ae,002546422-1,65cc9a6cfc13ae5dde55c170,2024-02-08T05:34:55Z,222,26,70,1,1,109,1
1fc55e48-4832-4505-8b32-d104471066bb,268435169-4,65cc9a6cfc13ae5dde55c171,2024-02-11T09:02:46Z,139,34,93,0,0,250,0
4044d34b-07a5-4db0-85e4-46186a57d913,592622576-0,65cc9a6cfc13ae5dde55c172,2024-02-11T22:38:20Z,240,165,202,0,0,134,1
21b063b0-1a24-4269-930e-da4950a990ba,044637135-1,65cc9a6cfc13ae5dde55c173,2024-02-11T14:20:25Z,76,36,255,1,0,236,0
244eca58-16a9-4bbb-a2ce-3f1816be893d,857519747-9,65cc9a6cfc13ae5dde55c174,2024-02-13T08:27:20Z,176,40,89,0,1,81,1
1f4623e4-d1e2-48e7-9b44-d7d041343d00,226667331-9,65cc9a6cfc13ae5dde55c175,2024-02-07T13:36:20Z,68,249,48,1,1,211,1
ce4a91b1-0725-4e96-a12f-cb0f91388e43,324313550-8,65cc9a6cfc13ae5dde55c176,2024-02-13T10:36:11Z,134,19,202,0,1,185,1
29b999a2-59a4-4fd2-a06e-115872eff702,534118237-5,65cc9a6cfc13ae5dde55c177,2024-02-08T04:42:25Z,91,162,29,1,1,42,1
a9e8140b-507d-4413-90fc-5ced7ea9c03f,137485301-1,65cc9a6cfc13ae5dde55c178,2024-02-13T09:40:57Z,60,215,77,1,0,155,1
4f5eb192-2cba-4d67-b61b-60d6c9642d7f,658485335-7,65cc9a6cfc13ae5dde55c179,2024-02-13T22:25:20Z,184,32,52,0,0,255,1
498a995c-84f2-44fe-a4f0-e411e9d64117,794263345-4,65cc9a6cfc13ae5dde55c17a,2024-02-12T15:52:38Z,229,95,218,0,0,1,1
444b6822-6cb0-46e7-a621-c7917f94f9c9,322592543-8,65cc9a6cfc13ae5dde55c17b,2024-02-08T17:07:54Z,235,32,42,0,0,252,0
076b17f6-32b6-425e-8e4c-294e71691575,935617509-8,65cc9a6cfc13ae5dde55c17c,2024-02-07T17:05:47Z,100,12,17,0,1,39,1
23455dae-aaf9-4521-b3da-abfba97a30b3,159271817-5,65cc9a6cfc13ae5dde55c17d,2024-02-13T10:00:14Z,103,20,68,1,1,76,0
fbab0fed-b02f-4a98-b601-6dceddfeecc7,242798736-0,65cc9a6cfc13ae5dde55c17e,2024-02-07T15:02:00Z,251,130,5,1,1,169,0
c04e97b8-ff83-4aff-b656-71c4ac7f6a73,894869449-9,65cc9a6cfc13ae5dde55c17f,2024-02-10T08:00:55Z,141,64,131,1,1,68,1
b672e8e8-4fd0-4eda-b88b-d1b14035b233,925640241-6,65cc9a6cfc13ae5dde55c180,2024-02-08T09:15:33Z,88,187,25,1,0,34,0
56becf69-69c0-4c40-a9a1-b7bd771ef0f1,130661401-5,65cc9a6cfc13ae5dde55c181,2024-02-10T18:26:39Z,246,144,246,1,0,219,0
e80b5b4e-643b-4f42-b345-2a6249a26954,208380564-X,65cc9a6cfc13ae5dde55c182,2024-02-09T22:40:23Z,247,150,36,1,0,201,0
e5cd2c4c-a73a-49b8-aaf4-b278729e8b26,162476972-1,65cc9a6cfc13ae5dde55c183,2024-02-08T03:49:05Z,167,141,74,1,0,66,0
51fa717c-ab4b-495c-b0ff-d4505c5415ba,790600174-5,65cc9a6cfc13ae5dde55c184,2024-02-11T01:54:07Z,34,47,7,1,0,92,0
72b73d93-0dd5-4664-a2c6-c90134c54c07,073425189-0,65cc9a6cfc13ae5dde55c185,2024-02-07T06:34:10Z,220,249,199,1,0,28,1
96c956f2-555c-4c94-b3da-17a03adaa4c5,901869072-4,65cc9a6cfc13ae5dde55c186,2024-02-07T11:12:08Z,242,159,46,0,1,56,1
543c0cde-d500-44d5-8fbe-dc45bea92fcd,741622527-2,65cc9a6cfc13ae5dde55c187,2024-02-12T03:52:29Z,123,206,18,1,1,240,1
b7cb35a1-9f24-483a-992e-4c88a1f7369b,537837215-1,65cc9a6cfc13ae5dde55c188,2024-02-07T09:19:34Z,86,19,99,0,1,151,1
2435f7a2-fdee-4665-b07e-ba230d8e7d19,218641514-3,65cc9a6cfc13ae5dde55c189,2024-02-09T17:16:42Z,121,159,32,0,1,251,0
9a4841ea-818d-4015-ab2a-8d651379d915,201220179-2,65cc9a6cfc13ae5dde55c18a,2024-02-13T02:04:53Z,231,176,240,1,0,200,0
ef3945c3-b752-4aad-a396-4e9994b3c2aa,190920475-7,65cc9a6cfc13ae5dde55c18b,2024-02-11T06:31:54Z,65,203,22,0,0,149,0
c67ece33-e25c-44c3-b9c6-65b8c6ebcd97,613257765-3,65cc9a6cfc13ae5dde55c18c,2024-02-07T12:00:28Z,185,33,79,1,0,103,1
fb52cdbf-6cd9-423d-ac7c-6ebd926b1c4f,870918136-9,65cc9a6cfc13ae5dde55c18d,2024-02-10T02:53:33Z,50,140,162,1,1,84,1
848abeae-c42f-4842-9789-f271d3b81152,807836536-5,65cc9a6cfc13ae5dde55c18e,2024-02-12T18:22:37Z,83,0,217,0,0,234,1
04b2977c-f0f9-4c65-905c-c5dbfd0e5468,510335673-2,65cc9a6cfc13ae5dde55c18f,2024-02-10T11:10:15Z,117,1,143,1,1,159,1
35c55502-b423-4503-9a30-1b90b5ebd448,695153602-3,65cc9a6cfc13ae5dde55c190,2024-02-09T11:32:52Z,127,107,128,0,1,241,0
e1f92895-8f67-4342-bcde-ee939de7f568,922385680-9,65cc9a6cfc13ae5dde55c191,2024-02-11T07:17:08Z,253,60,111,0,0,219,0
0bfe5494-986a-44ae-9ce9-446aea93721a,511675356-5,65cc9a6cfc13ae5dde55c192,2024-02-12T16:28:12Z,140,61,102,1,0,172,0
63791aff-b685-47fa-9499-a7666e4dd6ca,636865416-3,65cc9a6cfc13ae5dde55c193,2024-02-13T09:06:36Z,215,23,252,1,1,4,0
e311db88-4f24-4e21-8bd9-ffa3c7498d3d,170930610-6,65cc9a6cfc13ae5dde55c194,2024-02-12T00:23:26Z,193,121,72,0,0,51,1
40911505-c6af-424b-b9fb-7af593c1a7e6,953501955-4,65cc9a6cfc13ae5dde55c195,2024-02-08T14:17:31Z,30,209,56,1,0,194,0
76eb1bce-9048-4a1d-9453-9f85b015f51e,864306809-8,65cc9a6cfc13ae5dde55c196,2024-02-12T00:50:38Z,22,202,218,0,1,215,0
51f70cd1-8de1-4ed3-b415-2436f5143481,822280779-X,65cc9a6cfc13ae5dde55c197,2024-02-08T01:54:24Z,51,130,242,0,1,255,0
11b35427-c41e-4219-b8e6-bbb856b3e1f2,344004337-1,65cc9a6cfc13ae5dde55c198,2024-02-11T17:06:52Z,11,175,150,0,0,155,0
039bf92d-0e59-4ecb-9e6a-866a13f97d32,517679522-1,65cc9a6cfc13ae5dde55c199,2024-02-12T07:51:42Z,191,46,50,1,0,100,0
5d4bbb5c-6df9-4f5a-84ac-a382da0e0588,425360161-8,65cc9a6cfc13ae5dde55c19a,2024-02-10T04:09:41Z,196,70,142,0,0,115,0
2bb89e5a-c464-4211-a377-9f28c0714bb1,431621403-9,65cc9a6cfc13ae5dde55c19b,2024-02-08T04:29:20Z,188,215,13,0,1,150,1
b3883bff-ed5d-4d95-a60b-aa083175f3cb,096198946-7,65cc9a6cfc13ae5dde55c19c,2024-02-11T00:56:22Z,235,153,17,0,0,225,1
93a7a4ac-26f2-4a1c-9b17-f3ec086452de,316732868-1,65cc9a6cfc13ae5dde55c19d,2024-02-13T15:20:28Z,7,134,247,1,0,181,1
378375e1-ca27-48bb-861f-1b303837345c,851122467-X,65cc9a6cfc13ae5dde55c19e,2024-02-13T12:09:10Z,144,1,82,1,1,130,0
79c7df18-716d-4daa-8293-872686fd1623,391317691-8,65cc9a6cfc13ae5dde55c19f,2024-02-09T02:00:04Z,28,244,56,0,0,92,1
4720dae4-70ef-4977-86bc-5d80c31caecf,338720255-5,65cc9a6cfc13ae5dde55c1a0,2024-02-13T20:01:47Z,93,15,166,1,0,235,0
35c0af4d-fc4f-4c4f-88a5-a21a92884197,869149381-X,65cc9a6cfc13ae5dde55c1a1,2024-02-09T02:38:30Z,145,201,117,0,1,187,1
a9bf18fc-5332-4769-b612-0954393a349e,775285421-2,65cc9a6cfc13ae5dde55c1a2,2024-02-10T15:41:18Z,7,60,58,0,0,4,1
3a6820b3-c8b1-4d3d-9a7e-168099d275b2,885872055-5,65cc9a6cfc13ae5dde55c1a3,2024-02-07T12:43:53Z,71,178,241,0,1,240,1
4f3bf704-802f-4246-8ff6-216634273009,814787504-5,65cc9a6cfc13ae5dde55c1a4,2024-02-12T17:13:21Z,229,111,213,0,0,216,0
63449762-7fd7-4b3a-baab-d9e88d085fda,088746679-6,65cc9a6cfc13ae5dde55c1a5,2024-02-09T14:43:24Z,103,16,242,0,0,134,1
5ac635f7-0218-4b60-936a-b3b750759c73,798072485-2,65cc9a6cfc13ae5dde55c1a6,2024-02-11T05:06:16Z,167,201,84,0,0,232,0
8357715c-4d3d-414d-863a-f5d2fe787bcd,073850674-5,65cc9a6cfc13ae5dde55c1a7,2024-02-13T07:33:56Z,176,30,149,1,0,17,0
3efe6b71-828f-4f48-820e-e5261df5d01b,060291373-X,65cc9a6cfc13ae5dde55c1a8,2024-02-08T08:52:23Z,38,39,136,0,0,174,0
cf4d1e3e-7dbb-46e4-8c77-571b0a60b274,705956990-1,65cc9a6cfc13ae5dde55c1a9,2024-02-13T07:57:01Z,73,225,122,0,0,23,0
3b2dbad2-27f0-4487-beb4-eccaf9901905,608341786-4,65cc9a6cfc13ae5dde55c1aa,2024-02-12T18:28:41Z,56,2,145,1,1,1,1
ed97a08b-5f09-49de-88f0-78977c6fbf0e,478507506-6,65cc9a6cfc13ae5dde55c1ab,2024-02-11T00:17:37Z,216,27,4,0,0,227,1
b3fcc237-74cd-4b9c-b2fd-8a700c41c2b5,754331829-6,65cc9a6cfc13ae5dde55c1ac,2024-02-07T16:36:55Z,35,227,105,0,1,17,1
15048790-642a-4d4f-af42-7a619595943b,528667364-3,65cc9a6cfc13ae5dde55c1ad,2024-02-13T07:34:47Z,58,81,190,0,0,148,1
7752ce6a-6b9b-4dc8-9291-f276f99292d8,890478670-3,65cc9a6cfc13ae5dde55c1ae,2024-02-12T21:19:26Z,60,189,244,1,0,183,0
010bfc60-287a-4bb3-ae0d-9a18e4296f9e,989505355-X,65cc9a6cfc13ae5dde55c1af,2024-02-12T17:42:27Z,147,232,66,0,1,55,1
3ba96ca5-1445-4b18-8cff-12d83f9b4435,203906860-0,65cc9a6cfc13ae5dde55c1b0,2024-02-11T02:40:47Z,127,52,83,1,0,55,1
66689514-24bc-4fc5-8799-a31733129118,237654307-X,65cc9a6cfc13ae5dde55c1b1,2024-02-08T06:58:02Z,28,155,248,1,0,164,0
40ab1718-992f-42ff-9f45-2998b85ac3ac,613922673-2,65cc9a6cfc13ae5dde55c1b2,2024-02-12T14:12:02Z,199,19,59,0,1,224,0
85a9a3ab-3e93-4db9-81a4-280ced736050,983243424-6,65cc9a6cfc13ae5dde55c1b3,2024-02-09T04:40:45Z,165,32,109,1,1,38,0
d15b984d-f800-4768-86a9-9e4d0a212612,139099703-0,65cc9a6cfc13ae5dde55c1b4,2024-02-11T02:56:23Z,123,1,149,1,1,65,1
f767f144-3b30-450f-bb8f-898328bf1d5e,009739468-8,65cc9a6cfc13ae5dde55c1b5,2024-02-09T04:28:36Z,111,66,61,1,0,180,1
092355c5-8903-4401-9816-c5fee151ffcf,307108927-9,65cc9a6cfc13ae5dde55c1b6,2024-02-12T06:30:59Z,189,10,149,1,0,229,1
e9ff3df9-2bc4-47fa-b662-71a6df4f4379,131162690-5,65cc9a6cfc13ae5dde55c1b7,2024-02-11T08:23:55Z,194,122,103,0,1,43,1
69e39a85-5550-4c0d-8165-5d52373138b4,801770808-4,65cc9a6cfc13ae5dde55c1b8,2024-02-09T12:33:54Z,112,171,38,0,1,63,0
73d18382-95a3-4608-adaf-a9be58969b15,587412757-7,65cc9a6cfc13ae5dde55c1b9,2024-02-07T17:27:59Z,250,63,32,0,1,186,0
a333aa10-462f-499d-b68e-32ee3aaa9a92,661557198-6,65cc9a6cfc13ae5dde55c1ba,2024-02-11T21:04:53Z,212,244,146,0,0,131,1
a26897e2-d324-4307-b311-f5bf608e051a,798283705-0,65cc9a6cfc13ae5dde55c1bb,2024-02-11T06:59:58Z,120,124,203,1,1,169,1
570ba78c-04f3-4133-ae51-8ee56d6adf68,723235520-3,65cc9a6cfc13ae5dde55c1bc,2024-02-10T17:22:48Z,212,51,36,0,0,152,1
07897403-07f5-4e9a-9697-5831966d5c24,427509235-X,65cc9a6cfc13ae5dde55c1bd,2024-02-07T01:30:29Z,20,140,137,1,0,62,1
278fb0b2-8984-475f-a513-3cd6615cc458,720339725-4,65cc9a6cfc13ae5dde55c1be,2024-02-07T07:47:48Z,202,35,199,1,1,130,0
759c3ca0-243a-4e23-83d2-ef0151153b84,198205722-X,65cc9a6cfc13ae5dde55c1bf,2024-02-10T21:18:16Z,149,127,42,1,1,252,0
bb58428c-033b-436f-8fd6-0165385942f2,384549924-9,65cc9a6cfc13ae5dde55c1c0,2024-02-07T11:27:58Z,70,170,134,1,1,159,1
2b31bdec-abb0-43d8-b4c7-0d0258969a74,814982877-X,65cc9a6cfc13ae5dde55c1c1,2024-02-07T11:44:48Z,12,98,121,1,0,183,1
57483d2e-762d-4567-bd67-efad994bc279,235613582-0,65cc9a6cfc13ae5dde55c1c2,2024-02-10T07:11:19Z,169,107,188,0,1,180,1
4af770a4-6f51-4be5-a0ca-70a6f1072d41,253461720-6,65cc9a6cfc13ae5dde55c1c3,2024-02-09T00:13:25Z,225,241,78,1,1,32,0
d311dc3b-dc72-48bf-b8ac-4f2f1c6f4b3e,051160104-2,65cc9a6cfc13ae5dde55c1c4,2024-02-12T21:36:51Z,190,183,3,0,1,147,0
4eeb5757-5114-4caf-92c3-6737451d47e2,216135625-9,65cc9a6cfc13ae5dde55c1c5,2024-02-08T19:25:25Z,7,112,250,1,1,221,0
6a08e4e1-24a0-47e0-b137-9a21b3a03200,993687715-2,65cc9a6cfc13ae5dde55c1c6,2024-02-09T16:42:53Z,77,151,225,1,1,52,0
8a5ef5fc-80c0-43fe-8079-fb447911b09a,653822821-6,65cc9a6cfc13ae5dde55c1c7,2024-02-10T10:24:02Z,241,39,222,1,1,127,0
5ab49f8f-a652-4950-92e6-f3a5fc64f29e,636427207-X,65cc9a6cfc13ae5dde55c1c8,2024-02-08T22:17:06Z,104,34,210,1,0,114,0
0bf4fd2b-ba16-4a3c-919b-f9cba8947544,556057769-3,65cc9a6cfc13ae5dde55c1c9,2024-02-11T07:24:49Z,34,108,52,0,1,105,0
b2b64d49-07b4-4f99-9728-774d870678b9,762598537-7,65cc9a6cfc13ae5dde55c1ca,2024-02-08T10:32:53Z,233,172,74,0,0,67,1
330bd024-81ce-4863-916d-59a8d85e07ac,745160728-3,65cc9a6cfc13ae5dde55c1cb,2024-02-09T09:32:05Z,152,108,99,0,0,30,0
b32244d6-0daa-48a2-9d6a-e71e6f5f237d,610713604-5,65cc9a6cfc13ae5dde55c1cc,2024-02-09T00:12:18Z,30,48,212,0,0,170,1
3344cdd7-b834-4103-9649-1a5224e264a8,504108791-1,65cc9a6cfc13ae5dde55c1cd,2024-02-09T21:04:55Z,71,184,172,1,0,105,0
54801022-45df-46c5-bebf-9b2b5d54cff9,141280617-8,65cc9a6cfc13ae5dde55c1ce,2024-02-10T03:56:44Z,100,215,160,0,1,238,0
a10dfcac-4c99-4d13-84ed-8bb8cf1f99ca,262824809-3,65cc9a6cfc13ae5dde55c1cf,2024-02-10T17:45:02Z,126,254,6,0,0,105,1
bf19e1de-e0f7-4613-99da-46553f391186,217673201-4,65cc9a6cfc13ae5dde55c1d0,2024-02-10T08:25:49Z,217,122,113,1,0,213,1
d0a81c90-67c1-49fb-bc99-e4c7c60cd8f7,085173272-0,65cc9a6cfc13ae5dde55c1d1,2024-02-12T21:54:07Z,226,69,199,1,1,86,1
e9a091e8-a4ac-4471-a799-cc0a9d5be07c,371971344-X,65cc9a6cfc13ae5dde55c1d2,2024-02-13T11:01:54Z,243,146,9,0,0,84,0
086ccb93-9d0e-4758-91be-752308da473e,973325443-6,65cc9a6cfc13ae5dde55c1d3,2024-02-08T10:50:27Z,6,120,161,1,0,172,0
de1167de-ae4c-4bdf-8d70-a2a89b546927,972879858-X,65cc9a6cfc13ae5dde55c1d4,2024-02-11T21:20:53Z,220,171,87,1,0,6,1
7f8f291c-f34e-4890-b021-c221c3b27a0c,796634195-X,65cc9a6cfc13ae5dde55c1d5,2024-02-12T16:01:57Z,56,4,183,0,1,197,0
1d0dbbf2-5472-4c3c-9600-112fbdd9bad5,791723869-5,65cc9a6cfc13ae5dde55c1d6,2024-02-09T17:15:12Z,163,170,44,0,0,21,1
06fb0555-e636-42d6-9e13-8c90ef4291ee,432241829-5,65cc9a6cfc13ae5dde55c1d7,2024-02-11T08:23:37Z,218,38,43,1,1,214,0
dbd0da32-f662-4ce8-a3f2-801eacfe3ea7,064972570-0,65cc9a6cfc13ae5dde55c1d8,2024-02-10T02:20:07Z,154,229,169,1,0,187,1
810e8af6-5b79-43cf-af8c-395f118cd9ce,552528709-9,65cc9a6cfc13ae5dde55c1d9,2024-02-10T19:25:36Z,128,26,198,0,0,206,1
cb72e0d2-1183-4e39-a3a9-c223f2f4e61e,366308714-X,65cc9a6cfc13ae5dde55c1da,2024-02-10T15:23:26Z,78,42,162,0,0,128,1
ba17e8f4-6f02-4112-a3ff-aaccdfc29621,910922361-4,65cc9a6cfc13ae5dde55c1db,2024-02-11T07:18:49Z,132,229,246,0,1,42,1
50b19334-3c31-457f-a33e-50719b55c8ca,093903441-7,65cc9a6cfc13ae5dde55c1dc,2024-02-07T15:56:39Z,54,78,148,1,1,83,1
40575ad1-bce7-47a5-a7d8-3c1ea8741a29,243335667-9,65cc9a6cfc13ae5dde55c1dd,2024-02-08T01:14:30Z,193,131,50,1,1,175,1
14012d5a-895f-43f7-b4e4-600a90706519,614955027-3,65cc9a6cfc13ae5dde55c1de,2024-02-12T14:45:46Z,213,139,193,1,0,159,1
b6574be2-d5b3-478b-98c9-233c40a52dc2,955973509-8,65cc9a6cfc13ae5dde55c1df,2024-02-08T22:49:43Z,82,74,252,0,0,54,0
c36591fa-7349-450b-a867-1bfdd12c3dee,336809263-4,65cc9a6cfc13ae5dde55c1e0,2024-02-08T16:18:17Z,109,217,18,1,0,189,1
6208672a-06b7-4514-b6f6-c91108bcc07b,663616002-0,65cc9a6cfc13ae5dde55c1e1,2024-02-13T01:39:33Z,31,227,229,1,1,195,0
54dadcd5-1802-4087-af57-22c30c3dbf98,584999465-3,65cc9a6cfc13ae5dde55c1e2,2024-02-13T23:08:45Z,249,24,122,0,1,181,0
6405bf22-fc78-4efc-b971-2a3abb9d9eb1,640467320-7,65cc9a6cfc13ae5dde55c1e3,2024-02-09T23:29:13Z,34,235,180,1,1,253,1
574183af-8d2f-47db-a3cc-0975d8ad1042,587067275-9,65cc9a6cfc13ae5dde55c1e4,2024-02-12T11:13:18Z,89,99,26,1,0,232,1
477f8fcc-421c-4756-8987-cb5f974d20e9,305962565-4,65cc9a6cfc13ae5dde55c1e5,2024-02-08T16:18:02Z,99,45,51,1,0,195,0
20cf768d-1d5b-4bfa-b41b-ac2c8a3c1d82,965164926-7,65cc9a6cfc13ae5dde55c1e6,2024-02-13T05:12:21Z,14,16,133,1,0,168,0
2d8afc03-0ace-466d-8457-0bfac5184aef,144805696-9,65cc9a6cfc13ae5dde55c1e7,2024-02-12T22:12:36Z,50,245,2,1,0,65,0
fc4f1952-9e18-4af1-b0ad-f838c3d04e33,534239545-3,65cc9a6cfc13ae5dde55c1e8,2024-02-11T12:34:31Z,206,95,76,1,1,150,0
485680de-059f-41c8-8f2d-feba95bb9abb,099773127-3,65cc9a6cfc13ae5dde55c1e9,2024-02-11T13:50:18Z,140,211,76,1,0,68,1
efe71a74-c15b-41e7-a479-131a94de218c,385100937-1,65cc9a6cfc13ae5dde55c1ea,2024-02-12T01:15:27Z,7,98,106,0,1,12,0
abbf7af3-98a3-42a7-a76f-118e34f23ad9,465777902-8,65cc9a6cfc13ae5dde55c1eb,2024-02-07T20:01:30Z,55,245,110,0,0,137,1
081eff18-38ed-4f9d-9721-36750d7221c3,891857879-2,65cc9a6cfc13ae5dde55c1ec,2024-02-10T13:11:53Z,118,165,88,1,0,118,0
dad58e68-fa76-4a47-81b2-b7da75818138,654737788-1,65cc9a6cfc13ae5dde55c1ed,2024-02-10T14:59:20Z,173,46,114,1,1,66,1
a8f124f2-836e-4da4-9284-ca05024f7525,308817665-X,65cc9a6cfc13ae5dde55c1ee,2024-02-10T16:57:50Z,36,237,24,0,0,206,0
2f45026b-41e9-4570-8fee-54b558f0d8e0,202712460-8,65cc9a6cfc13ae5dde55c1ef,2024-02-07T09:04:35Z,161,108,132,0,0,186,0
19d81a13-cb05-4e6c-a429-b5b28acdaf7d,633107151-2,65cc9a6cfc13ae5dde55c1f0,2024-02-08T09:08:23Z,204,181,198,1,1,95,0
ea306112-a869-4d5d-b30d-27992977617f,173212664-X,65cc9a6cfc13ae5dde55c1f1,2024-02-09T07:11:11Z,0,177,61,1,1,245,0
3f57ee16-8010-4849-8a1d-dd0b3a882079,035843138-7,65cc9a6cfc13ae5dde55c1f2,2024-02-10T18:56:17Z,113,244,18,1,1,41,0
ee3457d4-a0b0-4696-aa37-a4632ffc0b2d,003553061-8,65cc9a6cfc13ae5dde55c1f3,2024-02-07T09:27:33Z,40,56,143,1,0,191,0
e70534b1-0528-4bfd-94a6-a502d44dc9e4,622421733-5,65cc9a6cfc13ae5dde55c1f4,2024-02-07T10:52:36Z,225,39,147,1,0,150,0
16e12bf1-ca14-4333-a63d-4db80ada8f23,093405114-3,65cc9a6cfc13ae5dde55c1f5,2024-02-11T21:17:47Z,240,21,218,1,1,116,0
e370dc1e-7ae4-4a2a-91c7-0b57af08f45a,264206344-5,65cc9a6cfc13ae5dde55c1f6,2024-02-10T07:41:18Z,2,97,95,1,0,182,1
f626a618-0c8d-4548-9663-1e40e1d4b81a,530452182-X,65cc9a6cfc13ae5dde55c1f7,2024-02-13T07:21:21Z,17,185,142,0,1,68,0
96ae62ca-9662-465f-8d03-3349b024b3d5,622427640-4,65cc9a6cfc13ae5dde55c1f8,2024-02-11T04:45:18Z,78,91,70,1,0,120,1
a7dd4b30-37fa-4f24-85b9-be6f95cce052,231163269-8,65cc9a6cfc13ae5dde55c1f9,2024-02-13T18:33:23Z,111,243,238,0,0,75,0
cdc59d33-7bf4-4283-a46d-acbb8c186b99,243847147-6,65cc9a6cfc13ae5dde55c1fa,2024-02-10T17:58:20Z,78,146,53,0,1,75,1
1a0f5a3f-f0ce-48c8-ab2c-bc180ceb2db8,790320768-7,65cc9a6cfc13ae5dde55c1fb,2024-02-09T01:43:00Z,201,152,53,0,0,240,1
ca17ce47-0c20-487c-bd42-7e7ce948e9d8,555192943-4,65cc9a6cfc13ae5dde55c1fc,2024-02-13T22:12:49Z,180,123,157,0,0,110,0
67e84ce3-fe15-4b4e-8e86-ce9f42f6e52a,344532883-8,65cc9a6cfc13ae5dde55c1fd,2024-02-13T21:58:30Z,95,80,195,0,0,139,1
8edf6206-b962-4fd9-865d-50a6989bc8f5,080925811-0,65cc9a6cfc13ae5dde55c1fe,2024-02-08T22:24:40Z,184,165,145,0,0,37,1
